,prob_thresh,bone_thresh,size_thresh,accuracy,precision,recall,accuracy_mean,precision_mean,recall_mean,accuracy_std,precision_std,recall_std
0,0.0,200.0,0.0,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
1,0.0,200.0,285.7142857142857,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
2,0.0,200.0,571.4285714285714,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
3,0.0,200.0,857.1428571428571,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
4,0.0,200.0,1142.857142857143,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
5,0.0,200.0,1428.5714285714287,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
6,0.0,200.0,1714.2857142857142,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
7,0.0,200.0,2000.0,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
8,0.001,200.0,0.0,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
9,0.001,200.0,285.7142857142857,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
10,0.001,200.0,571.4285714285714,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
11,0.001,200.0,857.1428571428571,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
12,0.001,200.0,1142.857142857143,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
13,0.001,200.0,1428.5714285714287,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
14,0.001,200.0,1714.2857142857142,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
15,0.001,200.0,2000.0,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
16,0.0014677992676220691,200.0,0.0,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
17,0.0014677992676220691,200.0,285.7142857142857,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
18,0.0014677992676220691,200.0,571.4285714285714,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
19,0.0014677992676220691,200.0,857.1428571428571,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
20,0.0014677992676220691,200.0,1142.857142857143,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
21,0.0014677992676220691,200.0,1428.5714285714287,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
22,0.0014677992676220691,200.0,1714.2857142857142,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
23,0.0014677992676220691,200.0,2000.0,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
24,0.0021544346900318843,200.0,0.0,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
25,0.0021544346900318843,200.0,285.7142857142857,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
26,0.0021544346900318843,200.0,571.4285714285714,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
27,0.0021544346900318843,200.0,857.1428571428571,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
28,0.0021544346900318843,200.0,1142.857142857143,[0.9995083808898926],[0.32533136010169983],[1.0],0.9995083808898926,0.32533136010169983,1.0,0.0,0.0,0.0
29,0.0021544346900318843,200.0,1428.5714285714287,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
30,0.0021544346900318843,200.0,1714.2857142857142,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
31,0.0021544346900318843,200.0,2000.0,[0.9995153546333313],[0.3270399272441864],[0.9871430993080139],0.9995153546333313,0.3270399272441864,0.9871430993080139,0.0,0.0,0.0
